1.25,140,1.1418,108.66,1.15,53.716,1.0135,200,0.90646,0.7579,0.76698,157.21,0.83629,180,0.75,43.768,0.75,52.922,1.25,100,1.1139,94.946,1.113,30,1.1143,10,0.19785,0.14,0.17792,0.16934,0.14822,0.26617,0.14747,0.35813,0.11844,0.28121,0.084378,0.26702,0.97085,0.78111,0.1878,587.05
1.0879,49.114,0.98355,96.695,0.9067,73.363,0.89769,135,0.82597,0.8131,0.90761,162.32,0.84657,90.012,0.89403,30,0.8567,81.244,1.1125,65.937,0.95052,91.816,0.98681,50.881,1.2335,11.97,0.48565,0.10904,0.33936,0.15369,0.067786,0.26052,0.1235,0.28612,0.11186,0.37217,0.11885,0.37555,0.81547,0.37004,0.14076,550.31
1.1562,39.161,0.88457,129.24,0.88105,123.04,0.94023,130.49,0.91347,0.8008,0.88305,149.21,0.92701,52.625,0.91515,90.413,0.78745,67.98,1.0356,86.288,1.0089,69.097,1.0496,62.091,0.8554,23.074,0.44003,0.067592,0.37196,0.16895,0.090851,0.36223,0.092832,0.21969,0.06793,0.38141,0.13593,0.20957,0.9615,0.70735,0.19828,645.05
0.89337,68.845,0.98575,113.1,1.07,124.02,1.0393,147.95,0.76583,0.80202,0.84164,85.507,0.89747,99.203,1.0234,35.654,1.1405,82.745,1.037,62.748,0.92273,88.39,0.85,64.063,1.026,34.057,0.36943,0.095942,0.17274,0.16084,0.12906,0.22385,0.14996,0.22717,0.13344,0.2322,0.11771,0.24978,0.98379,0.32009,0.20908,523.53
0.98024,82.293,1.0508,56.242,1.15,71.708,1.0781,182.74,0.7913,0.82459,0.90258,86.049,0.80844,179.71,1.0225,74.458,0.923,60.78,1.1965,91.731,1.1302,75.39,0.90179,49.373,0.90387,15.36,0.43205,0.19951,0.12957,0.17254,0.17129,0.37558,0.13863,0.33361,0.19917,0.39501,0.10023,0.25077,0.82973,0.65123,0.17844,591.49
1.0053,123.32,1.0954,105.26,0.95609,150,1.0138,154.36,0.92471,0.78222,0.82357,49.938,0.90057,87.008,0.85138,57.267,0.91196,50,1.1707,80.374,1.1104,33.541,1.0686,69.705,1.25,34.141,0.39619,0.059968,0.15162,0.085606,0.049514,0.31723,0.12938,0.21194,0.046324,0.33537,0.12677,0.25245,0.74349,0.43187,0.15924,474.81
1.0604,40.472,1.1479,121.69,0.85655,138.1,0.89639,97.972,0.89736,0.86292,0.91752,94.444,0.89329,160.38,1.0842,75.521,0.87556,62.212,1.0713,100,1.0394,54.773,1.15,34.17,0.9162,87.552,0.35543,0.051912,0.17943,0.18237,0.051621,0.29368,0.089448,0.2286,0.068714,0.23061,0.13469,0.18996,0.95709,0.79178,0.093114,568.67
0.80273,65.747,0.90172,94.768,1.0974,113.49,1.018,124.96,0.78224,0.88681,0.92162,153.2,0.89765,174.67,0.83438,38.722,1.0293,91.044,1.2001,74.488,0.8828,58.372,1.0336,94.777,1.0053,10,0.37707,0.11603,0.13084,0.16259,0.13995,0.34519,0.14165,0.21163,0.11027,0.27386,0.107,0.15699,1.0379,0.6206,0.10607,567.71
0.9465,25.091,0.90991,114.61,0.9123,148.32,1.1447,199.05,0.68209,0.89129,0.9169,94.564,0.91066,104.65,0.88558,45.681,0.75772,68.687,1.2244,67.071,0.85,74.219,1.0495,55.953,0.80789,52.838,0.49136,0.081722,0.32022,0.077674,0.067176,0.42603,0.11144,0.31569,0.11213,0.36494,0.13715,0.3722,0.71224,0.30148,0.11405,512.57
1.0318,67.246,1.0728,96.389,0.86042,115.02,1.1291,140.29,0.79818,0.77091,0.91423,121.49,0.90437,90.423,0.7725,67.528,1.1802,55.496,0.78782,50,0.90835,45.208,1.017,86.79,0.96395,49.08,0.41007,0.075469,0.16623,0.11245,0.060185,0.27577,0.11253,0.23483,0.10473,0.28141,0.098634,0.21303,1.1821,0.15922,0.43818,568.42
0.97631,37.712,0.94853,97.795,1.0544,113.3,1.0613,76.731,0.95,0.93219,0.78545,155.12,0.94085,50.886,0.82269,73.65,1.0151,78.064,1.142,65.079,0.89748,60.512,0.88332,60.237,0.75,51.691,0.29765,0.10365,0.16406,0.12736,0.10002,0.15912,0.14047,0.24512,0.088558,0.25398,0.093134,0.21465,0.91488,0.45437,0.14221,492.05
