  0.00000	 -0.86225	  0.00000	 54.90569	  0.00000	-44.12440	  0.00000	-100.49200	  0.00000	 48.39719	  0.00000	-49.73630	  0.00000	  5.68675	  0.00000	-44.87810	  0.00000	-44.66600	  0.00000	 -6.42675	  0.00000	 53.99859	  0.00000	 55.71648	  0.00000	 -2.57753	  0.00000	 55.06705	  0.00000	-21.80619	  0.00000	-102.45296	  0.00000	 52.32999	  0.00000	-25.98830	  0.00000	  0.62131	  0.00000	-44.22858	  0.00000	-33.21445	  0.00000	 -6.41789	  0.00000	 43.53928	  0.00000	 77.45289	
  0.02000	 -0.86225	  0.02000	 54.90569	  0.02000	-44.12440	  0.02000	-100.49200	  0.02000	 48.39719	  0.02000	-49.73630	  0.02000	  5.68675	  0.02000	-44.87810	  0.02000	-44.66600	  0.02000	 -6.42675	  0.02000	 53.99859	  0.02000	 55.71648	  0.02000	 -2.92344	  0.02000	 54.33618	  0.02000	-23.87539	  0.02000	-102.70076	  0.02000	 56.03411	  0.02000	-30.33194	  0.02000	 -4.03804	  0.02000	-45.25483	  0.02000	-32.84147	  0.02000	 -9.50576	  0.02000	 45.46207	  0.02000	 75.51237	
  0.04000	 -0.86225	  0.04000	 54.90569	  0.04000	-44.12440	  0.04000	-100.49200	  0.04000	 48.39719	  0.04000	-49.73630	  0.04000	  5.68675	  0.04000	-44.87810	  0.04000	-44.66600	  0.04000	 -6.42675	  0.04000	 53.99859	  0.04000	 55.71648	  0.04000	 -2.83302	  0.04000	 54.26936	  0.04000	-23.99313	  0.04000	-102.62365	  0.04000	 55.27608	  0.04000	-30.38839	  0.04000	 -3.44864	  0.04000	-45.54213	  0.04000	-30.09972	  0.04000	 -9.27764	  0.04000	 48.21495	  0.04000	 75.61518	
  0.06000	 -0.86225	  0.06000	 54.90569	  0.06000	-44.12440	  0.06000	-100.49200	  0.06000	 48.39719	  0.06000	-49.73630	  0.06000	  5.68675	  0.06000	-44.87810	  0.06000	-44.66600	  0.06000	 -6.42675	  0.06000	 53.99859	  0.06000	 55.71648	  0.06000	 -2.59466	  0.06000	 54.12043	  0.06000	-24.05860	  0.06000	-102.40340	  0.06000	 54.17998	  0.06000	-30.24698	  0.06000	 -2.45419	  0.06000	-45.82737	  0.06000	-27.28643	  0.06000	 -8.78168	  0.06000	 50.89010	  0.06000	 75.69756	
  0.08000	 -0.86225	  0.08000	 54.90569	  0.08000	-44.12440	  0.08000	-100.49200	  0.08000	 48.39719	  0.08000	-49.73630	  0.08000	  5.68675	  0.08000	-44.87810	  0.08000	-44.66600	  0.08000	 -6.42675	  0.08000	 53.99859	  0.08000	 55.71648	  0.08000	 -2.27367	  0.08000	 53.89382	  0.08000	-24.08368	  0.08000	-102.09541	  0.08000	 52.84689	  0.08000	-29.96651	  0.08000	 -1.20513	  0.08000	-46.09991	  0.08000	-24.42033	  0.08000	 -8.15255	  0.08000	 53.49492	  0.08000	 75.74258	
  0.10000	 -0.86225	  0.10000	 54.90569	  0.10000	-44.12440	  0.10000	-100.49200	  0.10000	 48.39719	  0.10000	-49.73630	  0.10000	  5.68675	  0.10000	-44.87810	  0.10000	-44.66600	  0.10000	 -6.42675	  0.10000	 53.99859	  0.10000	 55.71648	  0.10000	 -1.93826	  0.10000	 53.62918	  0.10000	-24.07639	  0.10000	-101.76237	  0.10000	 51.41087	  0.10000	-29.58182	  0.10000	  0.14155	  0.10000	-46.31642	  0.10000	-21.51664	  0.10000	 -7.49743	  0.10000	 56.06992	  0.10000	 75.73915	
  0.12000	 -0.86225	  0.12000	 54.90569	  0.12000	-44.12440	  0.12000	-100.49200	  0.12000	 48.39719	  0.12000	-49.73630	  0.12000	  5.68675	  0.12000	-44.87810	  0.12000	-44.66600	  0.12000	 -6.42675	  0.12000	 53.99859	  0.12000	 55.71648	  0.12000	 -1.60177	  0.12000	 53.43396	  0.12000	-24.02658	  0.12000	-101.43541	  0.12000	 50.63395	  0.12000	-29.07506	  0.12000	  0.92363	  0.12000	-46.38699	  0.12000	-18.60399	  0.12000	 -6.79300	  0.12000	 58.72001	  0.12000	 75.69861	
  0.14000	 -0.86225	  0.14000	 54.90569	  0.14000	-44.12440	  0.14000	-100.49200	  0.14000	 48.39719	  0.14000	-49.73630	  0.14000	  5.68675	  0.14000	-44.87810	  0.14000	-44.66600	  0.14000	 -6.42675	  0.14000	 53.99859	  0.14000	 55.71648	  0.14000	 -1.38929	  0.14000	 53.37725	  0.14000	-23.95269	  0.14000	-101.25394	  0.14000	 50.90340	  0.14000	-28.53703	  0.14000	  0.70104	  0.14000	-46.26146	  0.14000	-15.72105	  0.14000	 -6.16066	  0.14000	 61.50189	  0.14000	 75.60246	
  0.16000	 -0.86225	  0.16000	 54.90569	  0.16000	-44.12440	  0.16000	-100.49200	  0.16000	 48.39719	  0.16000	-49.73630	  0.16000	  5.68675	  0.16000	-44.87810	  0.16000	-44.66600	  0.16000	 -6.42675	  0.16000	 53.99859	  0.16000	 55.71648	  0.16000	 -1.37410	  0.16000	 53.37983	  0.16000	-23.88326	  0.16000	-101.27413	  0.16000	 51.72304	  0.16000	-28.04540	  0.16000	 -0.18450	  0.16000	-46.00536	  0.16000	-12.87548	  0.16000	 -5.69298	  0.16000	 64.32706	  0.16000	 75.42187	
  0.18000	 -0.86225	  0.18000	 54.90569	  0.18000	-44.12440	  0.18000	-100.49200	  0.18000	 48.39719	  0.18000	-49.73630	  0.18000	  5.68675	  0.18000	-44.87810	  0.18000	-44.66600	  0.18000	 -6.42675	  0.18000	 53.99859	  0.18000	 55.71648	  0.18000	 -1.50300	  0.18000	 53.43563	  0.18000	-23.82769	  0.18000	-101.43027	  0.18000	 53.00469	  0.18000	-27.62746	  0.18000	 -1.59885	  0.18000	-45.61404	  0.18000	-10.07435	  0.18000	 -5.32589	  0.18000	 67.18256	  0.18000	 75.14913	
  0.20000	 -0.86225	  0.20000	 54.90569	  0.20000	-44.12440	  0.20000	-100.49200	  0.20000	 48.39719	  0.20000	-49.73630	  0.20000	  5.68675	  0.20000	-44.87810	  0.20000	-44.66600	  0.20000	 -6.42675	  0.20000	 53.99859	  0.20000	 55.71648	  0.20000	 -1.71027	  0.20000	 53.55069	  0.20000	-23.79023	  0.20000	-101.64421	  0.20000	 54.60403	  0.20000	-27.28057	  0.20000	 -3.32520	  0.20000	-45.06969	  0.20000	 -7.31560	  0.20000	 -4.97889	  0.20000	 70.07074	  0.20000	 74.78162	
  0.22000	 -0.86225	  0.22000	 54.90569	  0.22000	-44.12440	  0.22000	-100.49200	  0.22000	 48.39719	  0.22000	-49.73630	  0.22000	  5.68675	  0.22000	-44.87810	  0.22000	-44.66600	  0.22000	 -6.42675	  0.22000	 53.99859	  0.22000	 55.71648	  0.22000	 -1.93717	  0.22000	 53.66156	  0.22000	-23.77155	  0.22000	-101.85178	  0.22000	 56.27774	  0.22000	-26.98243	  0.22000	 -5.12202	  0.22000	-44.43024	  0.22000	 -4.59194	  0.22000	 -4.58497	  0.22000	 72.92699	  0.22000	 74.31940	
  0.24000	 -0.86225	  0.24000	 54.90569	  0.24000	-44.12440	  0.24000	-100.49200	  0.24000	 48.39719	  0.24000	-49.73630	  0.24000	  5.68675	  0.24000	-44.87810	  0.24000	-44.66600	  0.24000	 -6.42675	  0.24000	 53.99859	  0.24000	 55.71648	  0.24000	 -2.12194	  0.24000	 53.80085	  0.24000	-23.76535	  0.24000	-101.99311	  0.24000	 57.96424	  0.24000	-26.68051	  0.24000	 -6.82349	  0.24000	-43.66468	  0.24000	 -1.89374	  0.24000	 -4.05258	  0.24000	 75.78126	  0.24000	 73.76997	
  0.26000	 -0.86225	  0.26000	 54.90569	  0.26000	-44.12440	  0.26000	-100.49200	  0.26000	 48.39719	  0.26000	-49.73630	  0.26000	  5.68675	  0.26000	-44.87810	  0.26000	-44.66600	  0.26000	 -6.42675	  0.26000	 53.99859	  0.26000	 55.71648	  0.26000	 -2.25245	  0.26000	 53.95311	  0.26000	-23.77289	  0.26000	-102.06692	  0.26000	 59.46611	  0.26000	-26.37364	  0.26000	 -8.23626	  0.26000	-42.79961	  0.26000	  0.78535	  0.26000	 -3.41482	  0.26000	 78.62132	  0.26000	 73.12980	
  0.28000	 -0.86225	  0.28000	 54.90569	  0.28000	-44.12440	  0.28000	-100.49200	  0.28000	 48.39719	  0.28000	-49.73630	  0.28000	  5.68675	  0.28000	-44.87810	  0.28000	-44.66600	  0.28000	 -6.42675	  0.28000	 53.99859	  0.28000	 55.71648	  0.28000	 -2.34470	  0.28000	 54.11477	  0.28000	-23.79765	  0.28000	-102.10738	  0.28000	 60.61885	  0.28000	-26.07564	  0.28000	 -9.22372	  0.28000	-41.85586	  0.28000	  3.44789	  0.28000	 -2.75881	  0.28000	 81.45225	  0.28000	 72.39224	
  0.30000	 -0.86225	  0.30000	 54.90569	  0.30000	-44.12440	  0.30000	-100.49200	  0.30000	 48.39719	  0.30000	-49.73630	  0.30000	  5.68675	  0.30000	-44.87810	  0.30000	-44.66600	  0.30000	 -6.42675	  0.30000	 53.99859	  0.30000	 55.71648	  0.30000	 -2.44645	  0.30000	 54.32848	  0.30000	-23.84536	  0.30000	-102.17081	  0.30000	 61.48404	  0.30000	-25.82873	  0.30000	 -9.86742	  0.30000	-40.79853	  0.30000	  6.08426	  0.30000	 -2.19151	  0.30000	 84.32267	  0.30000	 71.55007	
  0.32000	 -0.86225	  0.32000	 54.90569	  0.32000	-44.12440	  0.32000	-100.49200	  0.32000	 48.39719	  0.32000	-49.73630	  0.32000	  5.68675	  0.32000	-44.87810	  0.32000	-44.66600	  0.32000	 -6.42675	  0.32000	 53.99859	  0.32000	 55.71648	  0.32000	 -2.59463	  0.32000	 54.58747	  0.32000	-23.92767	  0.32000	-102.29628	  0.32000	 62.10785	  0.32000	-25.69077	  0.32000	-10.27833	  0.32000	-39.63507	  0.32000	  8.67715	  0.32000	 -1.80384	  0.32000	 87.23035	  0.32000	 70.59122	
