4.293283,12.657109,15.190245,14.184471,15.555013,7.541735,7.646811,6.607769,7.322338,8.147167,1.791266,10.289433,12.903128,11.794140,15.235185,6.918228,16.690422,18.970865,18.503733,19.443634,1.791266,20.467200,21.978343,24.026587,24.608759,0.515079,13.923163,17.404716,17.526015,19.156844,5.110809,6.435862,
1.523778,12.215672,15.046784,14.163171,16.082673,7.564217,7.647445,6.607492,7.322267,8.147174,5.967929,4.934809,7.612052,6.803342,10.486403,7.062810,12.058291,14.459907,14.144710,15.237482,5.967929,20.415189,21.985484,24.021529,27.839606,0.691736,13.923163,17.404716,17.526051,19.158241,5.685747,7.108293,
4.231620,12.629074,15.248837,14.148591,15.659954,7.541735,7.646811,6.607769,7.322338,8.147167,1.834021,9.881384,12.320274,11.147260,14.579260,6.918228,16.398821,18.609437,18.089890,18.929446,1.834021,20.466195,21.978346,24.024289,24.607432,0.515079,13.923163,17.404716,17.526015,19.156844,5.110809,6.435862,
4.293689,12.643177,14.971902,13.851244,15.104748,7.149497,7.046777,5.956371,6.668760,7.461055,1.787638,10.289011,12.886904,11.795129,15.240367,6.490858,16.686727,18.943558,18.493764,19.410942,1.787638,20.466193,21.978345,24.026824,24.505873,0.084369,14.032117,17.352126,17.500956,19.166874,6.032309,7.437145,
4.293283,12.657109,15.189755,14.180885,15.546400,7.541735,7.640462,6.581924,7.288641,8.068953,1.791249,10.289424,12.886907,11.794474,15.346107,6.918234,16.690418,18.970867,18.503722,19.439128,1.791249,20.467206,21.978345,24.026516,24.613108,0.515080,13.923161,17.319210,17.525972,19.156924,5.110889,6.436066,
4.079873,11.174037,13.496098,12.548374,13.897252,4.664001,5.529153,4.956175,5.982075,6.966725,2.141535,10.287405,12.886902,11.794862,15.345490,3.237850,16.602788,18.816521,18.211102,19.176626,2.141535,20.422983,21.977039,24.024813,25.011646,3.375546,13.252817,17.118561,17.565543,19.397297,6.303857,7.374734,
4.289380,12.548244,14.904689,13.932828,15.280674,7.457481,7.443691,6.371435,7.038064,7.877877,1.798108,10.288372,12.886896,11.795163,15.211530,6.820530,16.690427,18.970854,18.501666,19.435933,1.798108,20.467520,21.978347,24.027979,24.505895,0.393730,13.947081,17.240791,17.477104,19.193790,5.113608,6.436433,
4.293283,12.657109,15.190245,14.184471,15.555013,7.541735,7.646811,6.607769,7.322338,8.147167,1.791266,10.289433,12.903128,11.794140,15.235185,6.918228,16.690422,18.970865,18.503733,19.443634,1.791266,20.467200,21.978343,24.026587,24.608759,0.515079,13.923163,17.404716,17.526015,19.156844,5.110809,6.435862,
1.523778,12.215672,15.046784,14.163171,16.082673,7.564217,7.647445,6.607492,7.322267,8.147174,5.967929,4.934809,7.612052,6.803342,10.486403,7.062810,12.058291,14.459907,14.144710,15.237482,5.967929,20.415189,21.985484,24.021529,27.839606,0.691736,13.923163,17.404716,17.526051,19.158241,5.685747,7.108293,
4.231620,12.629074,15.248837,14.148591,15.659954,7.541735,7.646811,6.607769,7.322338,8.147167,1.834021,9.881384,12.320274,11.147260,14.579260,6.918228,16.398821,18.609437,18.089890,18.929446,1.834021,20.466195,21.978346,24.024289,24.607432,0.515079,13.923163,17.404716,17.526015,19.156844,5.110809,6.435862,
4.293689,12.643177,14.971902,13.851244,15.104748,7.149497,7.046777,5.956371,6.668760,7.461055,1.787638,10.289011,12.886904,11.795129,15.240367,6.490858,16.686727,18.943558,18.493764,19.410942,1.787638,20.466193,21.978345,24.026824,24.505873,0.084369,14.032117,17.352126,17.500956,19.166874,6.032309,7.437145,
4.293283,12.657109,15.189755,14.180885,15.546400,7.541735,7.640462,6.581924,7.288641,8.068953,1.791249,10.289424,12.886907,11.794474,15.346107,6.918234,16.690418,18.970867,18.503722,19.439128,1.791249,20.467206,21.978345,24.026516,24.613108,0.515080,13.923161,17.319210,17.525972,19.156924,5.110889,6.436066,
4.079873,11.174037,13.496098,12.548374,13.897252,4.664001,5.529153,4.956175,5.982075,6.966725,2.141535,10.287405,12.886902,11.794862,15.345490,3.237850,16.602788,18.816521,18.211102,19.176626,2.141535,20.422983,21.977039,24.024813,25.011646,3.375546,13.252817,17.118561,17.565543,19.397297,6.303857,7.374734,
4.289380,12.548244,14.904689,13.932828,15.280674,7.457481,7.443691,6.371435,7.038064,7.877877,1.798108,10.288372,12.886896,11.795163,15.211530,6.820530,16.690427,18.970854,18.501666,19.435933,1.798108,20.467520,21.978347,24.027979,24.505895,0.393730,13.947081,17.240791,17.477104,19.193790,5.113608,6.436433,
4.293283,12.657109,15.190245,14.184471,15.555013,7.541735,7.646811,6.607769,7.322338,8.147167,1.791266,10.289433,12.903128,11.794140,15.235185,6.918228,16.690422,18.970865,18.503733,19.443634,1.791266,20.467200,21.978343,24.026587,24.608759,0.515079,13.923163,17.404716,17.526015,19.156844,5.110809,6.435862,
