0.9,108.38,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.56137,0.18514,0.26593,0.18241,0.21028,0.57031,0.13355,0.2344,0.16556,0.54743,0.095698,0.33021,0.79119,0.54888,0.1776,685.9
0.94635,108.38,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.56137,0.18514,0.26593,0.18241,0.21028,0.57031,0.11997,0.23512,0.16556,0.54743,0.095698,0.33021,0.79119,0.54888,0.1776,684.58
0.9,124.34,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.56137,0.18514,0.26593,0.18241,0.21028,0.57031,0.13298,0.2344,0.16556,0.54743,0.095698,0.33021,0.79119,0.54888,0.1776,685.84
0.9,108.38,1.1046,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55152,0.18233,0.25144,0.18127,0.20871,0.56322,0.13356,0.22889,0.16384,0.5407,0.094287,0.32197,0.82035,0.58239,0.17751,691.28
0.9,108.38,1.0633,86.322,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55768,0.18354,0.26373,0.18196,0.20965,0.56904,0.13381,0.23417,0.16628,0.54877,0.095087,0.32915,0.79513,0.5489,0.17303,683.39
0.9,108.38,1.0633,73.31,1.1411,66.9,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55179,0.18432,0.25104,0.18204,0.21266,0.56705,0.13568,0.22588,0.16702,0.54214,0.094889,0.31811,0.82242,0.59557,0.18036,696.63
0.9,108.38,1.0633,73.31,1.1144,78.455,0.98336,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55106,0.18437,0.25581,0.18203,0.21168,0.56424,0.13408,0.22924,0.16605,0.54047,0.095134,0.32343,0.80086,0.57,0.18177,688.46
0.9,108.38,1.0633,73.31,1.1144,66.9,1.0428,83.364,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55903,0.18387,0.2659,0.18232,0.20925,0.56868,0.13452,0.23437,0.16644,0.54905,0.095626,0.33012,0.81168,0.52476,0.18914,689.24
0.9,108.38,1.0633,73.31,1.1144,66.9,0.98336,95.671,0.6248,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55975,0.18429,0.26549,0.18227,0.20962,0.56966,0.13381,0.23393,0.16413,0.54478,0.095708,0.33022,0.79111,0.54879,0.1776,684.98
0.9,108.38,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.65996,0.75664,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.56137,0.18514,0.26593,0.18241,0.21028,0.57031,0.13355,0.2344,0.16556,0.54743,0.095698,0.33021,0.79119,0.54888,0.1776,685.9
0.9,108.38,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.82811,1.0182,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.56137,0.18514,0.26593,0.18241,0.21028,0.57031,0.13355,0.2344,0.16556,0.54743,0.095698,0.33021,0.79119,0.54888,0.1776,685.9
0.9,108.38,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0715,110.75,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55578,0.18205,0.25729,0.17167,0.21011,0.57051,0.11754,0.23448,0.16309,0.54299,0.081046,0.32293,0.78949,0.64077,0.12602,675.17
0.9,108.38,1.0633,73.31,1.1144,66.9,0.98336,83.364,0.6248,0.75664,1.0182,132.38,0.83583,161.11,0.91813,80.746,1.1842,68.239,0.54665,62.712,1.0771,98.447,0.98581,37.058,0.95,90,0.55876,0.18374,0.26561,0.18224,0.21083,0.57171,0.13345,0.2344,0.16653,0.54914,0.095553,0.33014,0.79806,0.54301,0.17656,685.22
