  0.00000	 45.64479	  0.00000	 45.61299	  0.00000	  6.65715	  0.00000	  6.70219	  0.00000	 -0.01534	  0.00000	 -0.01551	  0.00000	 -0.01542	  0.00000	 -0.01722	  0.00000	 -0.01720	  0.00000	 -0.01718	  0.00000	 -0.01661	  0.00000	 -0.01659	  0.00000	706.49847	  0.00000	 -0.01697	  0.00000	 -0.01707	  0.00000	 -0.01708	  0.00000	 -0.01655	  0.00000	 -0.01647	  0.00000	 -0.01732	  0.00000	 -0.01731	  0.00000	 -0.01730	  0.00000	 -0.01720	  0.00000	 -0.01704	  0.00000	 -0.01660	  0.00000	 -0.01183	  0.00000	 -0.01099	  0.00000	  6.03172	  0.00000	  6.19044	  0.00000	 29.30265	  0.00000	 29.32432	  0.00000	 29.28460	
  0.02000	 45.66758	  0.02000	 50.27626	  0.02000	  5.48643	  0.02000	  2.26779	  0.02000	  4.00199	  0.02000	  2.99533	  0.02000	  3.48006	  0.02000	  3.08323	  0.02000	  2.85420	  0.02000	  2.65835	  0.02000	-17.47372	  0.02000	-17.28051	  0.02000	504.62354	  0.02000	-18.85790	  0.02000	-18.10158	  0.02000	-17.22964	  0.02000	-12.82411	  0.02000	-13.29151	  0.02000	  0.80358	  0.02000	 -1.09406	  0.02000	 -2.16485	  0.02000	-10.34649	  0.02000	-14.00838	  0.02000	-17.78717	  0.02000	 -0.83179	  0.02000	 -0.83648	  0.02000	 -7.39436	  0.02000	 -8.78208	  0.02000	 46.25368	  0.02000	 44.48446	  0.02000	 42.56421	
  0.04000	 52.27223	  0.04000	 56.92013	  0.04000	  8.37663	  0.04000	  3.81443	  0.04000	  1.06072	  0.04000	  0.72794	  0.04000	  0.89052	  0.04000	 -0.26486	  0.04000	 -0.40381	  0.04000	 -0.52961	  0.04000	 -3.74059	  0.04000	 -3.83765	  0.04000	508.96524	  0.04000	 -4.13976	  0.04000	 -4.16547	  0.04000	 -4.13481	  0.04000	 -3.10172	  0.04000	 -3.28582	  0.04000	 -1.57741	  0.04000	 -2.04996	  0.04000	 -2.21456	  0.04000	 -3.62936	  0.04000	 -4.51077	  0.04000	 -5.15390	  0.04000	  0.07922	  0.04000	 -0.01566	  0.04000	 -1.43715	  0.04000	 -2.53058	  0.04000	 37.46796	  0.04000	 34.64943	  0.04000	 32.28502	
  0.06000	 52.86267	  0.06000	 57.01032	  0.06000	  5.82135	  0.06000	  1.21042	  0.06000	  1.07647	  0.06000	  0.81375	  0.06000	  0.94037	  0.06000	  0.07027	  0.06000	 -0.04351	  0.06000	 -0.14719	  0.06000	 -1.29357	  0.06000	 -1.39312	  0.06000	497.15701	  0.06000	 -1.74535	  0.06000	 -1.76230	  0.06000	 -1.65446	  0.06000	 -0.52816	  0.06000	 -0.72725	  0.06000	 -1.06172	  0.06000	 -1.33499	  0.06000	 -1.34332	  0.06000	 -1.86826	  0.06000	 -2.60968	  0.06000	 -3.10348	  0.06000	  1.91101	  0.06000	  1.74203	  0.06000	  0.70287	  0.06000	 -0.57026	  0.06000	 36.72992	  0.06000	 32.82578	  0.06000	 29.73449	
  0.08000	 54.08902	  0.08000	 57.86986	  0.08000	  4.16689	  0.08000	  0.94358	  0.08000	  1.13037	  0.08000	  0.92274	  0.08000	  1.02337	  0.08000	  0.12025	  0.08000	  0.00761	  0.08000	 -0.09671	  0.08000	 -0.36350	  0.08000	 -0.50168	  0.08000	482.59497	  0.08000	 -0.63574	  0.08000	 -0.75082	  0.08000	 -0.78139	  0.08000	 -0.16601	  0.08000	 -0.32387	  0.08000	 -0.98197	  0.08000	 -1.19995	  0.08000	 -1.18624	  0.08000	 -1.40464	  0.08000	 -1.90326	  0.08000	 -2.11982	  0.08000	  1.52930	  0.08000	  1.36662	  0.08000	  1.00843	  0.08000	 -0.24533	  0.08000	 36.11607	  0.08000	 31.05614	  0.08000	 27.19236	
  0.10000	 55.50505	  0.10000	 58.90462	  0.10000	  2.60069	  0.10000	  0.59509	  0.10000	  1.16757	  0.10000	  0.98813	  0.10000	  1.07579	  0.10000	  0.15164	  0.10000	  0.03791	  0.10000	 -0.06848	  0.10000	  0.05506	  0.10000	 -0.11033	  0.10000	468.16275	  0.10000	 -0.09874	  0.10000	 -0.28034	  0.10000	 -0.41446	  0.10000	 -0.15525	  0.10000	 -0.28562	  0.10000	 -0.93577	  0.10000	 -1.13523	  0.10000	 -1.11784	  0.10000	 -1.23056	  0.10000	 -1.58465	  0.10000	 -1.63511	  0.10000	  1.11940	  0.10000	  0.96853	  0.10000	  1.15253	  0.10000	 -0.20251	  0.10000	 36.26068	  0.10000	 29.96663	  0.10000	 25.31858	
  0.12000	 56.27398	  0.12000	 59.27013	  0.12000	  1.69850	  0.12000	 -0.12829	  0.12000	  1.18885	  0.12000	  1.01122	  0.12000	  1.09777	  0.12000	  0.18405	  0.12000	  0.07156	  0.12000	 -0.03396	  0.12000	  0.10928	  0.12000	 -0.05597	  0.12000	454.31781	  0.12000	 -0.02233	  0.12000	 -0.20069	  0.12000	 -0.32352	  0.12000	 -0.07749	  0.12000	 -0.20698	  0.12000	 -0.89427	  0.12000	 -1.09501	  0.12000	 -1.08072	  0.12000	 -1.17795	  0.12000	 -1.53195	  0.12000	 -1.58443	  0.12000	  1.19236	  0.12000	  1.03176	  0.12000	  1.78706	  0.12000	 -0.11177	  0.12000	 36.95406	  0.12000	 29.38621	  0.12000	 23.96284	
  0.14000	 56.64340	  0.14000	 59.18558	  0.14000	  0.86941	  0.14000	 -0.41051	  0.14000	  2.13624	  0.14000	  0.92241	  0.14000	  1.21562	  0.14000	  0.12772	  0.14000	  0.01651	  0.14000	 -0.08791	  0.14000	  0.14517	  0.14000	 -0.02478	  0.14000	441.98575	  0.14000	  0.05267	  0.14000	 -0.12949	  0.14000	 -0.25675	  0.14000	 -0.06443	  0.14000	 -0.19531	  0.14000	 -0.93279	  0.14000	 -1.12851	  0.14000	 -1.10622	  0.14000	 -1.17715	  0.14000	 -1.52104	  0.14000	 -1.56197	  0.14000	  1.19410	  0.14000	  1.02368	  0.14000	  2.55829	  0.14000	 -0.10347	  0.14000	 37.95583	  0.14000	 29.08716	  0.14000	 22.89900	
  0.16000	 56.26111	  0.16000	 58.03793	  0.16000	 -0.11353	  0.16000	 -0.43522	  0.16000	  3.90419	  0.16000	  1.26802	  0.16000	  2.54628	  0.16000	 -0.01790	  0.16000	 -0.12709	  0.16000	 -0.22955	  0.16000	  0.20671	  0.16000	  0.02691	  0.16000	431.50726	  0.16000	  0.16027	  0.16000	 -0.03390	  0.16000	 -0.18201	  0.16000	 -0.07879	  0.16000	 -0.21344	  0.16000	 -1.05408	  0.16000	 -1.23311	  0.16000	 -1.18590	  0.16000	 -1.20243	  0.16000	 -1.52606	  0.16000	 -1.53896	  0.16000	  1.83405	  0.16000	  0.98995	  0.16000	  3.21806	  0.16000	 -0.14132	  0.16000	 39.36065	  0.16000	 29.08337	  0.16000	 22.16217	
  0.18000	 56.35091	  0.18000	 57.08659	  0.18000	 -0.37925	  0.18000	 -0.34035	  0.18000	  6.84755	  0.18000	  2.23506	  0.18000	  3.70919	  0.18000	 -0.17815	  0.18000	 -0.28685	  0.18000	 -0.38895	  0.18000	  0.25025	  0.18000	  0.05333	  0.18000	421.81302	  0.18000	  0.24609	  0.18000	  0.01880	  0.18000	 -0.18904	  0.18000	 -0.25302	  0.18000	 -0.38264	  0.18000	 -1.20141	  0.18000	 -1.36526	  0.18000	 -1.29509	  0.18000	 -1.28338	  0.18000	 -1.55886	  0.18000	 -1.50635	  0.18000	  6.12279	  0.18000	  1.76138	  0.18000	  3.53044	  0.18000	 -0.29249	  0.18000	 40.99387	  0.18000	 29.21055	  0.18000	 21.56570	
