0.99521,115.53,0.98826,115.84,1.066,68.722,0.95636,92.474,0.80121,0.91324,0.84782,101.93,0.94264,153.14,0.96092,65.293,1.2205,60.601,1.2492,74.33,0.91778,77.579,0.94086,85.31,1.1363,31.292,64.798,34.558,104.03,1167.1,1370.5
0.85531,86.301,0.93651,150,0.92665,144.85,1.0676,130.42,0.91511,0.86259,0.9365,142,0.89447,122.66,1.055,42.18,0.83342,82.908,1.1786,70.766,1.0962,42.956,0.99204,83.275,0.90647,56.955,99.559,36.481,124.45,2218.8,2479.3
0.80998,131.28,1.0087,120.22,1.0141,147.73,0.99246,74.21,0.88711,0.9026,0.929,60.628,0.87257,98.723,1.047,86.6,1.1544,69.641,0.75,79.331,1.1076,69.417,0.85,45.672,0.90929,24.918,117.2,44.691,125.84,1557.6,1845.3
0.8969,108.72,0.96022,81.321,0.91569,113.5,0.87076,88.031,0.66932,0.92821,0.76361,84.901,0.85371,59.661,0.78753,87.462,0.99104,93.564,0.92762,65.889,0.89936,39.374,0.94796,99.374,0.99562,43.374,116.61,71.011,178.33,3238.2,3604.2
0.89593,111,0.91719,52.704,1.15,98.441,0.91191,161.31,0.65,0.88922,0.87755,110.8,0.88668,127.42,0.94696,75.178,1.2423,73.662,0.95535,75.527,1.1113,73.418,1.0953,60.973,1.1928,61.169,50.449,28.214,91.515,2721.1,2891.3
0.99521,115.53,0.98826,115.84,1.066,68.722,0.95636,92.474,0.80121,0.91324,0.84782,101.93,0.94264,153.14,0.96092,65.293,1.2205,60.601,1.2492,74.33,0.91778,77.579,0.94086,85.31,1.1363,31.292,55.411,67.287,56.613,2721.1,2900.4
1.0008,116.89,1.1222,113.8,0.88565,106.6,1.047,200,0.93634,0.88783,0.79671,150.06,0.90545,60.441,1.0326,88.246,0.90923,84.489,0.77294,53.507,0.9864,100,1.1157,81.058,0.93171,77.128,55.411,67.287,56.613,2721.1,2900.4
0.99521,115.53,0.98826,115.84,1.066,68.722,0.95636,92.474,0.80121,0.91324,0.84782,101.93,0.94264,153.14,0.96092,65.293,1.2205,60.601,1.2492,74.33,0.91778,77.579,0.94086,85.31,1.1363,31.292,64.798,34.558,104.03,1167.1,1370.5
1.1974,45.373,1.0154,78.892,1.15,75.193,1.1349,161.43,0.80172,0.92683,0.86257,170.48,0.89648,141.05,1.0443,69.72,0.84461,58.125,1.0792,92.804,0.97418,87.676,0.90547,63.471,1.1305,34.956,82.795,49.648,107.51,3873.5,4113.5
1.0437,34.524,1.1279,103.06,1.0607,104.39,1.1436,126.48,0.68114,0.9083,0.90232,165.24,0.7797,125.67,0.95904,68.668,1.1873,90.282,0.94918,50,1.026,90.164,1.0185,30,0.8619,35.341,127.63,56.193,125.41,3015.8,3325.1
0.84416,55.259,1.0713,86.9,0.94403,71.763,1.0409,69.533,0.71084,0.76348,0.92787,49.465,0.81462,112.39,0.81842,34.944,1.1927,73.804,1.1894,67.697,0.94462,41.62,0.88971,53.058,1.2455,48.936,83.802,48.035,134.5,2216.5,2482.9
0.95932,55.132,1.0765,72.533,0.85825,150,0.99568,88.755,0.86718,0.75,0.88897,129.27,0.85172,135.58,1.0607,55.651,1.0987,99.073,0.98766,70.412,1.0027,91.269,1.0354,87.269,0.97116,80.726,105.9,45.314,118.79,1429.2,1699.2
1.0696,40.672,0.9751,128.26,0.8994,71.472,0.96881,111.21,0.94978,0.82232,0.79822,116.42,0.87943,61.134,0.88079,57.737,0.77054,85.158,1.2376,75.215,0.91868,98.023,0.98976,66.052,1.0792,47.136,94.259,58.389,125.69,2598.5,2876.9
0.8083,136.68,0.86605,87.15,0.90502,63.762,1.0149,171.12,0.90712,0.87779,0.7667,109.4,0.93538,136.69,1.1591,38.704,1.1461,71.136,1.25,74.731,0.87891,30,0.98166,91.699,1.0764,62.938,56.629,41.464,116.5,2416.1,2630.7
1.2494,114.93,0.99928,51.042,0.89663,138.58,0.86268,131.07,0.85452,0.80587,0.77331,52.747,0.81242,104.44,1.25,36.773,0.8802,81.728,1.009,67.136,1.0511,81.186,0.8812,95.285,0.77571,82.793,174.91,80.172,148.02,6335.3,6738.4
0.83332,87.214,0.9184,112.01,0.90395,90.42,1.0098,116.02,0.71349,0.86414,0.93397,137.66,0.85125,177.42,1.1336,62.393,0.94517,54.878,0.92173,79.591,1.0697,68.181,0.85997,69.496,0.98743,74.72,104.36,56.546,124.05,1904.5,2189.4
0.99801,35.412,1.0787,54.548,0.88358,94.45,1.0097,144.85,0.8684,0.80544,0.81478,125.07,0.79079,143.3,0.95034,67.463,1.0403,90.696,0.97546,75.75,0.96375,56.583,0.91641,58.301,0.93133,29.197,146.96,55.276,145.78,1728.1,2076.1
0.91436,58.699,0.89412,60.66,1.0579,95.451,1.055,161.32,0.72577,0.78288,0.86926,108.76,0.89817,130.47,1.2032,48.196,1.0457,91.143,0.87221,98.442,1.0018,70.267,1.0263,73.621,0.82111,11.802,134.47,40.021,104.84,2658.9,2938.3
0.94752,70.547,1.0547,150,0.8871,111.1,1.0092,179.71,0.77861,0.89907,0.80557,115.37,0.76997,73.009,1.0789,76.451,1.1134,67.22,0.90893,60.485,1.0907,90.499,1.0736,90.158,0.91119,80.421,144.97,67.694,130.31,1525.5,1868.5
0.93096,81.002,1.06,145.93,1.0279,101.69,0.90459,173.77,0.87609,0.84045,0.7582,134.73,0.78818,48.879,1.18,92.885,1.0731,98.714,0.79077,85.474,1.0063,82.262,1.0231,75.118,1.1279,32.402,101.36,67.932,103.23,2442.8,2715.3
0.80615,104.89,1.1454,128.47,1.1328,50,1.1075,169.86,0.82345,0.76176,0.80457,99.882,0.76379,52.411,0.78542,48.931,1.0986,76.126,0.8126,96.223,0.91347,71.513,0.95723,90.467,0.76732,25.305,133.21,67.372,145.04,4602.7,4948.3
0.99167,137.08,1.0448,144.59,1.15,128.34,0.8975,65.696,0.91871,0.80253,0.84934,53.644,0.87673,87.43,0.75,70.862,1.1612,99.685,1.1542,63.576,1.0051,81.665,0.8953,34.646,0.88608,33.201,117.63,52.61,138.74,2557.5,2866.5
1.0836,119.95,1.0876,99.913,1.0173,57.713,1.0912,81.444,0.75342,0.91724,0.76125,92.693,0.94231,69.722,0.85411,66.26,1.0251,56.831,1.2061,58.816,0.93875,75.341,0.87466,72.655,1.1357,68.858,84.07,58.818,106.06,2967.5,3216.5
1.1014,57.452,1.0736,115.63,0.85919,104.32,1.1342,150.01,0.65,0.92741,0.87179,130.07,0.78061,90.882,1.132,74.572,1.1654,89.175,0.92266,85.182,1.0779,38.881,1.0628,58.053,0.88135,43.135,132.06,69.761,130.31,3378.8,3711
1.0998,49.046,0.98455,82.819,0.9012,81.179,1.135,164.06,0.78918,0.79062,0.77862,150.91,0.90001,65.795,1.0793,60.796,0.76491,90.562,0.77931,50,0.98587,81.012,0.89106,33.799,0.76599,18.63,140.63,55.676,115.44,4178.9,4490.6
