0.99521,115.53,0.98826,115.84,1.066,68.722,0.95636,92.474,0.80121,0.91324,0.84782,101.93,0.94264,153.14,0.96092,65.293,1.2205,60.601,1.2492,74.33,0.91778,77.579,0.94086,85.31,1.1363,31.292,65.163,43.917,104.06,1168.1,1381.2
1.1974,45.373,1.0154,78.892,1.15,75.193,1.1349,161.43,0.80172,0.92683,0.86257,170.48,0.89648,141.05,1.0443,69.72,0.84461,58.125,1.0792,92.804,0.97418,87.676,0.90547,63.471,1.1305,34.956,83.869,49.722,110.48,4001.8,4245.8
1.0437,34.524,1.1279,103.06,1.0607,104.39,1.1436,126.48,0.68114,0.9083,0.90232,165.24,0.7797,125.67,0.95904,68.668,1.1873,90.282,0.94918,50,1.026,90.164,1.0185,30,0.8619,35.341,124.55,56.501,126.42,2690.2,2997.7
0.84416,55.259,1.0713,86.9,0.94403,71.763,1.0409,69.533,0.71084,0.76348,0.92787,49.465,0.81462,112.39,0.81842,34.944,1.1927,73.804,1.1894,67.697,0.94462,41.62,0.88971,53.058,1.2455,48.936,83.666,48.268,134.62,2245.2,2511.8
0.95932,55.132,1.0765,72.533,0.85825,150,0.99568,88.755,0.86718,0.75,0.88897,129.27,0.85172,135.58,1.0607,55.651,1.0987,99.073,0.98766,70.412,1.0027,91.269,1.0354,87.269,0.97116,80.726,105.82,45.297,118.9,1430.5,1700.5
1.0696,40.672,0.9751,128.26,0.8994,71.472,0.96881,111.21,0.94978,0.82232,0.79822,116.42,0.87943,61.134,0.88079,57.737,0.77054,85.158,1.2376,75.215,0.91868,98.023,0.98976,66.052,1.0792,47.136,94.331,58.432,125.65,2600.2,2878.7
0.8083,136.68,0.86605,87.15,0.90502,63.762,1.0149,171.12,0.90712,0.87779,0.7667,109.4,0.93538,136.69,1.1591,38.704,1.1461,71.136,1.25,74.731,0.87891,30,0.98166,91.699,1.0764,62.938,56.689,41.674,116.5,2415.5,2630.3
1.2494,114.93,0.99928,51.042,0.89663,138.58,0.86268,131.07,0.85452,0.80587,0.77331,52.747,0.81242,104.44,1.25,36.773,0.8802,81.728,1.009,67.136,1.0511,81.186,0.8812,95.285,0.77571,82.793,171.28,78.139,147.97,6420.9,6818.3
0.83332,87.214,0.9184,112.01,0.90395,90.42,1.0098,116.02,0.71349,0.86414,0.93397,137.66,0.85125,177.42,1.1336,62.393,0.94517,54.878,0.92173,79.591,1.0697,68.181,0.85997,69.496,0.98743,74.72,81.803,56.7,127.69,1852.7,2118.9
0.99801,35.412,1.0787,54.548,0.88358,94.45,1.0097,144.85,0.8684,0.80544,0.81478,125.07,0.79079,143.3,0.95034,67.463,1.0403,90.696,0.97546,75.75,0.96375,56.583,0.91641,58.301,0.93133,29.197,145.14,55.292,143.77,1728.5,2072.7
0.91436,58.699,0.89412,60.66,1.0579,95.451,1.055,161.32,0.72577,0.78288,0.86926,108.76,0.89817,130.47,1.2032,48.196,1.0457,91.143,0.87221,98.442,1.0018,70.267,1.0263,73.621,0.82111,11.802,134.38,40.078,104.91,2659,2938.3
